rank,parent_name,headquarters,hqAddress,switchboardPhone,contactDomain,targetDepartment,keyContactRole,key_executive,segment,callingRegion,tradeLane,primary_bunkering_hubs,vessels_in_scope,strategy_tier,vlsfo_tonnes,mgo_tonnes,lng_tonnes,total_energy_mwh,actual_ghgie,compliance_balance_2025_tco2e,penalty_2025_y1_eur,penalty_2025_y2_eur,compliance_balance_2030_tco2e,penalty_2030_y1_eur,bio_lng_required_neg100_t,bio_lng_required_neg100_mwh,bio_lng_required_zero_t,client_savings_physical_eur,desk_margin_physical_eur,client_savings_pooling_eur,desk_margin_pooling_eur,outreachPitch,fleetCapability,lng_vessels_in_scope,conventional_vessels_in_scope,ets_exposure_2025_tco2,ets_exposure_2025_eur,ets_exposure_2026_eur,combined_regulatory_exposure_2025_eur
207,"United & Pacific Tankers","Hamburg, Germany","Teerhof 59, 28199 Bremen, Germany","+49 40 707 7864","unitedandpacifi.com","Green Transition & Marine Fuels Desk","Senior Fuel Trader & Offtake Manager","Dimitrios Rossi (Managing Director / Technical Superintendent)","Chemical Tanker",BALTIC_NORDIC,INTRA_EU_FEEDER,"Hamburg, Bremerhaven, Wilhelmshaven, Kiel",8,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",29488,3256,0,374455,91.16,-2457.7,1578163,1735979,-7373.2,4734554,264.4,3606,560.3,1343773,54090,435332.5,73731,"With 8 vessels generating an annual FuelEU penalty exposure of €1.58M, United & Pacific Tankers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.44M in client savings.",CONVENTIONAL_ONLY,0,8,71585.1,5010957,7158508,6589120
208,"Polar & Western Transport","Oslo / Bergen, Norway","Karenslyst alle 11, 0278 Oslo, Norway","+47 55 280 4239","polarandwestern.com","Bunkering, Chartering & Decarbonization Division","Manager of Fuel Compliance & ESG","Andreas Mavros (Managing Director / Technical Superintendent)","Chemical Tanker",BALTIC_NORDIC,TRANSATLANTIC,"Gothenburg, Rotterdam, Antwerp, Bergen",11,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",28127,4499,0,373698,91.16,-2452.8,1575017,1732519,-7358.3,4724986,263.8,3599,559.2,1341082,53985,434465,73584,"With 11 vessels generating an annual FuelEU penalty exposure of €1.58M, Polar & Western Transport can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.43M in client savings.",CONVENTIONAL_ONLY,0,11,71407.9,4998553,7140791,6573570
209,"Silver Fleet Management","Genoa / Naples, Italy","Piazza Dante 7, 16121 Genoa, Italy","+39 010 834 8842","silverfleetmana.com","Fleet Operations & Statutory Emissions Management","Managing Director & Head of Fleet","Torsten Ferrari (Managing Director / Technical Superintendent)","Crude & Product Tanker",WEST_MED,INTRA_EU_FEEDER,"Genoa, Naples, Trieste, Livorno, Augusta",14,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",30142,2562,0,373672,91.16,-2452.6,1574888,1732377,-7357.8,4724665,263.8,3598,559.1,1341018,53970,434429,73578,"With 14 vessels generating an annual FuelEU penalty exposure of €1.57M, Silver Fleet Management can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.43M in client savings.",CONVENTIONAL_ONLY,0,14,71453.2,5001724,7145320,6576612
210,"Cape Shipping","Copenhagen, Denmark","Strandvejen 54, 2900 Hellerup, Denmark","+45 39 873 3243","capeshipping.com","Bunkering, Chartering & Decarbonization Division","Managing Director & Head of Fleet","Philippe Tanaka (Managing Director / Technical Superintendent)","Crude & Product Tanker",BALTIC_NORDIC,BALTIC_NORDIC_ROPAX,"Copenhagen, Aarhus, Gothenburg, Fredericia",11,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",27676,4774,0,371824,91.16,-2440.5,1567119,1723831,-7321.4,4701292,262.5,3580,556.4,1334419,53700,432286.5,73215,"With 11 vessels generating an annual FuelEU penalty exposure of €1.57M, Cape Shipping can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.43M in client savings.",CONVENTIONAL_ONLY,0,11,71041.9,4972933,7104195,6540052
211,"Hanseatic Tankers","Singapore, Singapore","Robinson Road 80, 068898 Singapore","+65 6 953 9900","hanseatictanker.com","Green Transition & Marine Fuels Desk","Managing Director & Head of Fleet","Jan Dupont (Managing Director / Technical Superintendent)","Ro-Ro & Car Carrier",ARA_HUB,ASIA_EUROPE,"Rotterdam, Antwerp, Hamburg, Singapore",9,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",29817,2655,0,371074,91.16,-2435.5,1563908,1720299,-7306.6,4691788,262,3573,555.2,1331663,53595,431400.5,73065,"With 9 vessels generating an annual FuelEU penalty exposure of €1.56M, Hanseatic Tankers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.43M in client savings.",CONVENTIONAL_ONLY,0,9,70953.5,4966745,7095347,6530653
212,"Eastern & Polar Holdings","Genoa / Naples, Italy","Via San Bartolomeo degli Armeni 5, 16122 Genoa, Italy","+39 010 703 4631","easternandpolar.com","Commercial Operations & Compliance Group","Manager of Fuel Compliance & ESG","Jan Ferrari (Managing Director / Technical Superintendent)","Dry Bulk Carrier",WEST_MED,INTRA_EU_FEEDER,"Genoa, Naples, Trieste, Livorno, Augusta",11,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",27346,4884,0,369370,91.16,-2424.4,1556780,1712458,-7273.1,4670277,260.8,3557,552.7,1325575,53355,429434,72732,"With 11 vessels generating an annual FuelEU penalty exposure of €1.56M, Eastern & Polar Holdings can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.43M in client savings.",CONVENTIONAL_ONLY,0,11,70569.4,4939858,7056945,6496638
213,"Vector Carriers","Limassol, Cyprus","Spyrou Kyprianou 84, 4043 Limassol, Cyprus","+357 25 115 1430","vectorcarriers.com","Commercial Operations & Compliance Group","Managing Director & Head of Fleet","Giovanni Economou (Managing Director / Technical Superintendent)","Crude & Product Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Limassol, Piraeus, Port Said, Augusta",11,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",30679,1672,0,369232,91.16,-2423.5,1556202,1711822,-7270.4,4668543,260.7,3556,552.5,1325062,53340,429274.5,72705,"With 11 vessels generating an annual FuelEU penalty exposure of €1.56M, Vector Carriers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.43M in client savings.",CONVENTIONAL_ONLY,0,11,70626.4,4943848,7062636,6500050
214,"Polar & Alpha Bulkers","Athens / Piraeus, Greece","Akti Miaouli 85, 18538 Piraeus, Greece","+30 210 123 8859","polarandalphabu.com","Bunkering, Chartering & Decarbonization Division","Director of Bunkering & Decarbonization","Klaus Fischer (Managing Director / Technical Superintendent)","Dry Bulk Carrier",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Piraeus, Augusta, Trieste, Genoa",7,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",29218,3045,0,368878,91.16,-2421.1,1554661,1710127,-7263.4,4664048,260.4,3552,552,1323781,53280,428849.5,72633,"With 7 vessels generating an annual FuelEU penalty exposure of €1.55M, Polar & Alpha Bulkers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.43M in client savings.",CONVENTIONAL_ONLY,0,7,70523,4936610,7052297,6491271
215,"Vector Chartering","Rotterdam, Netherlands","Rijnhaven Zuidzijde 42, 3072 AZ Rotterdam, Netherlands","+31 10 305 6968","vectorcharterin.com","Bunkering, Chartering & Decarbonization Division","Director of Bunkering & Decarbonization","Nikos Taylor (Managing Director / Technical Superintendent)","Dry Bulk Carrier",ARA_HUB,INTRA_EU_FEEDER,"Rotterdam, Antwerp, Amsterdam, Flushing",7,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",28826,3290,0,367319,91.16,-2410.9,1548112,1702923,-7232.7,4644335,259.3,3537,549.6,1318207,53055,427043.5,72327,"With 7 vessels generating an annual FuelEU penalty exposure of €1.55M, Vector Chartering can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.43M in client savings.",CONVENTIONAL_ONLY,0,7,70218.3,4915281,7021833,6463393
216,"Cape & Liberty Tankers","Rotterdam, Netherlands","Rijnhaven Zuidzijde 42, 3072 AZ Rotterdam, Netherlands","+31 10 657 2296","capeandlibertyt.com","Marine Fuel Procurement & Energy Transition Desk","Director of Bunkering & Decarbonization","Dimitrios Dupont (Managing Director / Technical Superintendent)","Crude & Product Tanker",ARA_HUB,INTRA_EU_FEEDER,"Rotterdam, Antwerp, Amsterdam, Flushing",9,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",28908,3195,0,367126,91.16,-2409.6,1547277,1702005,-7228.9,4641895,259.2,3535,549.3,1317502,53025,426813,72288,"With 9 vessels generating an annual FuelEU penalty exposure of €1.55M, Cape & Liberty Tankers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.43M in client savings.",CONVENTIONAL_ONLY,0,9,70183.9,4912873,7018389,6460150
217,"Mediterranean & Union Carriers","Athens / Piraeus, Greece","Akti Miaouli 85, 18538 Piraeus, Greece","+30 210 774 5019","mediterraneanan.com","Bunkering, Chartering & Decarbonization Division","Managing Director & Head of Fleet","Alexander Fischer (Managing Director / Technical Superintendent)","Crude & Product Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Piraeus, Augusta, Trieste, Genoa",10,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",27500,4370,0,365028,91.16,-2395.9,1538480,1692328,-7187.6,4615375,257.7,3515,546.2,1310005,52725,424386.5,71877,"With 10 vessels generating an annual FuelEU penalty exposure of €1.54M, Mediterranean & Union Carriers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.42M in client savings.",CONVENTIONAL_ONLY,0,10,69751.6,4882612,6975164,6421092
218,"Imperial & Imperial Steamship","Singapore, Singapore","Robinson Road 80, 068898 Singapore","+65 6 640 7721","imperialandimpe.com","Commercial Operations & Compliance Group","VP Commercial Marine Operations","Henrik Tanaka (Managing Director / Technical Superintendent)","Crude & Product Tanker",ARA_HUB,ASIA_EUROPE,"Rotterdam, Antwerp, Hamburg, Singapore",12,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",29352,2520,0,364177,91.16,-2390.3,1534884,1688372,-7170.8,4604587,257.1,3507,544.9,1306929,52605,423394.5,71709,"With 12 vessels generating an annual FuelEU penalty exposure of €1.53M, Imperial & Imperial Steamship can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.42M in client savings.",CONVENTIONAL_ONLY,0,12,69636.8,4874576,6963684,6409460
219,"Prime & Premier Chartering","Genoa / Naples, Italy","Via Fieschi 8, 16121 Genoa, Italy","+39 010 271 9814","primeandpremier.com","Marine Fuel Procurement & Energy Transition Desk","Director of Bunkering & Decarbonization","Georgios Hansen (Managing Director / Technical Superintendent)","Dry Bulk Carrier",WEST_MED,INTRA_EU_FEEDER,"Genoa, Naples, Trieste, Livorno, Augusta",9,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",28008,3717,0,363068,91.16,-2383,1530196,1683216,-7149,4590589,256.3,3496,543.3,1302956,52440,422101,71490,"With 9 vessels generating an annual FuelEU penalty exposure of €1.53M, Prime & Premier Chartering can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.42M in client savings.",CONVENTIONAL_ONLY,0,9,69393.5,4857545,6939352,6387741
220,"Sea & Golden Fleet Management","Limassol, Cyprus","Spyrou Kyprianou 84, 4043 Limassol, Cyprus","+357 25 804 8661","seaandgoldenfle.com","Bunkering, Chartering & Decarbonization Division","Manager of Fuel Compliance & ESG","Nikos Fischer (Managing Director / Technical Superintendent)","Crude & Product Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Limassol, Piraeus, Port Said, Augusta",7,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",28637,3080,0,362676,91.16,-2380.4,1528527,1681380,-7141.3,4585644,256.1,3492,542.7,1301547,52380,421641,71412,"With 7 vessels generating an annual FuelEU penalty exposure of €1.53M, Sea & Golden Fleet Management can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.42M in client savings.",CONVENTIONAL_ONLY,0,7,69335.1,4853457,6933507,6381984
221,"Naval & Blue Chartering","Istanbul, Turkey","Postane Mahallesi, Rauf Orbay Caddesi 34, 34940 Tuzla/Istanbul, Turkey","+90 216 375 2507","navalandbluecha.com","Marine Fuel Procurement & Energy Transition Desk","Senior Fuel Trader & Offtake Manager","Marco Moretti (Managing Director / Technical Superintendent)","Crude & Product Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Piraeus, Ambarli, Tuzla, Augusta, Trieste",8,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",28680,2968,0,361837,91.16,-2374.9,1524995,1677495,-7124.8,4575049,255.5,3484,541.4,1298535,52260,420666.5,71247,"With 8 vessels generating an annual FuelEU penalty exposure of €1.52M, Naval & Blue Chartering can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.42M in client savings.",CONVENTIONAL_ONLY,0,8,69177.4,4842418,6917743,6367413
222,"Union & Alpha Bulkers","Singapore, Singapore","Marina Bay Financial Centre Tower 3, 018982 Singapore","+65 6 533 7993","unionandalphabu.com","Green Transition & Marine Fuels Desk","Technical Fleet Director","Stavros Schmidt (Managing Director / Technical Superintendent)","Dry Bulk Carrier",ARA_HUB,ASIA_EUROPE,"Rotterdam, Antwerp, Hamburg, Singapore",9,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",29250,2385,0,361414,91.16,-2372.1,1523197,1675517,-7116.4,4569655,255.2,3480,540.8,1296997,52200,420170.5,71163,"With 9 vessels generating an annual FuelEU penalty exposure of €1.52M, Union & Alpha Bulkers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.42M in client savings.",CONVENTIONAL_ONLY,0,9,69111.6,4837812,6911156,6361009
223,"Cosmos Shipping","Copenhagen, Denmark","Strandvejen 54, 2900 Hellerup, Denmark","+45 39 627 7768","cosmosshipping.com","Marine Fuel Procurement & Energy Transition Desk","Senior Fuel Trader & Offtake Manager","Philippe Smith (Managing Director / Technical Superintendent)","Chemical Tanker",BALTIC_NORDIC,BALTIC_NORDIC_ROPAX,"Copenhagen, Aarhus, Gothenburg, Fredericia",10,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",28180,3380,0,361029,91.16,-2369.6,1521592,1673751,-7108.9,4564839,254.9,3476,540.2,1295652,52140,419728,71088,"With 10 vessels generating an annual FuelEU penalty exposure of €1.52M, Cosmos Shipping can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.42M in client savings.",CONVENTIONAL_ONLY,0,10,69012.2,4830854,6901216,6352446
224,"Delta & Coastal Transport","Oslo / Bergen, Norway","Kirkegata 24, 0153 Oslo, Norway","+47 55 425 6174","deltaandcoastal.com","Fleet Operations & Statutory Emissions Management","Director of Bunkering & Decarbonization","Stavros Tanaka (Managing Director / Technical Superintendent)","Dry Bulk Carrier",BALTIC_NORDIC,TRANSATLANTIC,"Gothenburg, Rotterdam, Antwerp, Bergen",11,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",29634,1881,0,359809,91.16,-2361.6,1516455,1668101,-7084.8,4549364,254,3465,538.4,1291230,51975,418311,70848,"With 11 vessels generating an annual FuelEU penalty exposure of €1.52M, Delta & Coastal Transport can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.42M in client savings.",CONVENTIONAL_ONLY,0,11,68817.6,4817232,6881756,6333687
225,"Golden & Vanguard Navigation","Athens / Piraeus, Greece","Akti Miaouli 85, 18538 Piraeus, Greece","+30 210 834 4734","goldenandvangua.com","Commercial Operations & Compliance Group","Technical Fleet Director","Nikos Wang (Managing Director / Technical Superintendent)","Dry Bulk Carrier",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Piraeus, Augusta, Trieste, Genoa",7,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",29225,2184,0,358745,91.16,-2354.6,1511960,1663156,-7063.9,4535943,253.3,3454,536.8,1287450,51810,417071,70638,"With 7 vessels generating an annual FuelEU penalty exposure of €1.51M, Golden & Vanguard Navigation can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.42M in client savings.",CONVENTIONAL_ONLY,0,7,68606,4802420,6860602,6314380
226,"Nordic Maritime","Hamburg, Germany","Palmaille 67, 22767 Hamburg, Germany","+49 40 271 4471","nordicmaritime.com","Bunkering, Chartering & Decarbonization Division","Head of Marine Fuel Procurement","Philippe Møller (Managing Director / Technical Superintendent)","Crude & Product Tanker",BALTIC_NORDIC,INTRA_EU_FEEDER,"Hamburg, Bremerhaven, Wilhelmshaven, Kiel",12,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",28836,2532,0,358442,91.16,-2352.6,1510675,1661743,-7057.9,4532090,253.1,3452,536.3,1286295,51780,416716,70578,"With 12 vessels generating an annual FuelEU penalty exposure of €1.51M, Nordic Maritime can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.42M in client savings.",CONVENTIONAL_ONLY,0,12,68539,4797730,6853903,6308405
227,"Mediterranean Carriers","Genoa / Naples, Italy","Via Cristoforo Colombo 44, 80133 Naples, Italy","+39 010 119 3515","mediterraneanca.com","Commercial Operations & Compliance Group","VP Commercial Marine Operations","Henrik Ferrari (Managing Director / Technical Superintendent)","Dry Bulk Carrier",WEST_MED,INTRA_EU_FEEDER,"Genoa, Naples, Trieste, Livorno, Augusta",8,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",29528,1856,0,358305,91.16,-2351.7,1510097,1661107,-7055.2,4530357,253,3450,536.1,1285847,51750,416556.5,70551,"With 8 vessels generating an annual FuelEU penalty exposure of €1.51M, Mediterranean Carriers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.42M in client savings.",CONVENTIONAL_ONLY,0,8,68530.3,4797121,6853035,6307218
